,0,1,2,3,4,5,6,7,8,9,10,11
96,1,1,2,4,2,2,1,2,1,1,174,42
97,1,1,2,4,2,2,1,2,1,2,614,126
98,1,1,2,4,2,2,1,2,2,1,237,57
99,1,1,2,4,2,2,1,2,2,2,675,162
100,1,1,2,4,2,2,1,2,3,1,48,16
101,1,1,2,4,2,2,1,2,3,2,113,15
102,1,1,2,4,3,1,0,1,2,1,80,20
103,1,1,2,4,3,1,0,1,2,2,1113,237
104,1,1,2,4,3,1,0,1,2,3,385,67
105,1,1,2,4,3,1,0,1,3,1,53,17
106,1,1,2,4,3,1,0,1,3,2,1008,202
107,1,1,2,4,3,1,0,1,3,3,377,50
108,1,1,2,4,3,1,0,1,4,1,15,2
109,1,1,2,4,3,1,0,1,4,2,448,49
110,1,1,2,4,3,1,0,1,4,3,136,6
111,1,1,2,4,3,2,1,2,1,1,70,13
112,1,1,2,4,3,2,1,2,1,2,777,165
113,1,1,2,4,3,2,1,2,1,3,130,15
114,1,1,2,4,3,2,1,2,2,1,88,16
115,1,1,2,4,3,2,1,2,2,2,936,196
116,1,1,2,4,3,2,1,2,2,3,176,25
117,1,1,2,4,3,2,1,2,3,1,21,4
118,1,1,2,4,3,2,1,2,3,2,176,36
119,1,1,2,4,3,2,1,2,3,3,28,2
120,1,1,2,4,4,1,0,1,2,2,116,37
121,1,1,2,4,4,1,0,1,2,3,175,47
122,1,1,2,4,4,1,0,1,2,4,35,5
123,1,1,2,4,4,1,0,1,3,2,77,32
124,1,1,2,4,4,1,0,1,3,3,172,44
125,1,1,2,4,4,1,0,1,3,4,29,3
126,1,1,2,4,4,1,0,1,4,2,24,7
127,1,1,2,4,4,1,0,1,4,3,93,20
128,1,1,2,4,4,1,0,1,4,4,10,0
129,1,1,2,4,4,2,1,2,1,2,123,46
130,1,1,2,4,4,2,1,2,1,3,98,30
131,1,1,2,4,4,2,1,2,2,2,118,42
132,1,1,2,4,4,2,1,2,2,3,105,30
133,1,1,2,4,4,2,1,2,3,2,26,11
134,1,1,2,4,4,2,1,2,3,3,24,8
135,1,1,3,1,2,1,0,1,1,1,183,160
136,1,1,3,1,2,1,0,1,1,2,871,732
137,1,1,3,1,2,2,1,2,1,1,629,546
138,1,1,3,1,2,2,1,2,1,2,2622,2159
139,1,1,3,1,2,2,1,3,1,1,450,151
140,1,1,3,1,2,2,1,3,1,2,751,226
141,1,1,3,1,3,1,0,1,1,2,549,455
142,1,1,3,1,3,1,0,1,1,3,351,218
143,1,1,3,1,3,2,1,2,1,1,185,162
144,1,1,3,1,3,2,1,2,1,2,1994,1697
145,1,1,3,1,3,2,1,2,1,3,566,339
146,1,1,3,1,3,2,1,3,1,1,111,35
147,1,1,3,1,3,2,1,3,1,2,802,239
148,1,1,3,1,4,1,0,1,1,3,71,56
149,1,1,3,1,4,1,0,1,1,4,43,14
150,1,1,3,1,4,2,1,2,1,2,112,98
151,1,1,3,1,4,2,1,2,1,3,198,148
152,1,1,3,1,4,2,1,3,1,2,102,40
153,1,1,3,2,2,1,0,1,2,1,265,222
154,1,1,3,2,2,1,0,1,2,2,1207,971
155,1,1,3,2,2,2,1,2,1,1,416,371
156,1,1,3,2,2,2,1,2,1,2,1938,1610
157,1,1,3,2,2,2,1,2,2,1,434,360
158,1,1,3,2,2,2,1,2,2,2,1812,1444
159,1,1,3,2,2,2,1,3,1,1,527,199
160,1,1,3,2,2,2,1,3,1,2,856,248
161,1,1,3,2,2,2,1,3,2,1,59,18
162,1,1,3,2,2,2,1,3,2,2,137,37
163,1,1,3,2,3,1,0,1,2,2,832,668
164,1,1,3,2,3,1,0,1,2,3,465,252
165,1,1,3,2,3,2,1,2,1,1,131,113
166,1,1,3,2,3,2,1,2,1,2,1449,1211
167,1,1,3,2,3,2,1,2,1,3,453,270
168,1,1,3,2,3,2,1,2,2,1,129,112
169,1,1,3,2,3,2,1,2,2,2,1289,1031
170,1,1,3,2,3,2,1,2,2,3,398,232
171,1,1,3,2,3,2,1,3,1,1,169,43
172,1,1,3,2,3,2,1,3,1,2,932,269
173,1,1,3,2,3,2,1,3,2,1,19,8
174,1,1,3,2,3,2,1,3,2,2,151,49
175,1,1,3,2,4,1,0,1,2,3,87,64
176,1,1,3,2,4,1,0,1,2,4,33,9
177,1,1,3,2,4,2,1,2,1,2,70,60
178,1,1,3,2,4,2,1,2,1,3,127,89
179,1,1,3,2,4,2,1,2,2,2,52,40
180,1,1,3,2,4,2,1,2,2,3,149,108
181,1,1,3,2,4,2,1,3,1,2,87,36
182,1,1,3,2,4,2,1,3,2,2,24,11
183,1,1,3,3,2,1,0,1,3,1,43,32
184,1,1,3,3,2,1,0,1,3,2,177,117
185,1,1,3,3,2,2,1,2,1,1,51,46
186,1,1,3,3,2,2,1,2,1,2,192,159
187,1,1,3,3,2,2,1,2,2,1,54,49
188,1,1,3,3,2,2,1,2,2,2,246,202
189,1,1,3,3,2,2,1,2,3,1,30,22
190,1,1,3,3,2,2,1,2,3,2,98,75
191,1,1,3,3,2,2,1,3,1,1,65,20
192,1,1,3,3,2,2,1,3,1,2,101,23
193,1,1,3,3,2,2,1,3,2,1,12,2
194,1,1,3,3,2,2,1,3,2,2,25,8
195,1,1,3,3,3,1,0,1,3,2,112,77
196,1,1,3,3,3,1,0,1,3,3,65,30
197,1,1,3,3,3,2,1,2,1,1,17,16
198,1,1,3,3,3,2,1,2,1,2,142,124
199,1,1,3,3,3,2,1,2,1,3,46,28
200,1,1,3,3,3,2,1,2,2,1,28,25
201,1,1,3,3,3,2,1,2,2,2,209,167
202,1,1,3,3,3,2,1,2,2,3,54,30
203,1,1,3,3,3,2,1,2,3,1,5,4
204,1,1,3,3,3,2,1,2,3,2,68,49
205,1,1,3,3,3,2,1,2,3,3,30,14
206,1,1,3,3,3,2,1,3,1,1,31,11
207,1,1,3,3,3,2,1,3,1,2,154,37
208,1,1,3,3,3,2,1,3,2,1,2,1
209,1,1,3,3,3,2,1,3,2,2,31,8
210,1,1,3,3,4,1,0,1,3,3,15,9
211,1,1,3,3,4,1,0,1,3,4,2,0
212,1,1,3,3,4,2,1,2,1,2,11,9
213,1,1,3,3,4,2,1,2,1,3,20,16
214,1,1,3,3,4,2,1,2,2,2,15,13
215,1,1,3,3,4,2,1,2,2,3,18,13
216,1,1,3,3,4,2,1,2,3,2,3,2
217,1,1,3,3,4,2,1,2,3,3,11,6
218,1,1,3,3,4,2,1,3,1,2,19,8
219,1,1,3,3,4,2,1,3,2,2,1,0
220,1,1,3,4,2,1,0,1,4,1,3,1
221,1,1,3,4,2,1,0,1,4,2,8,5
222,1,1,3,4,2,2,1,2,2,1,3,2
223,1,1,3,4,2,2,1,2,2,2,28,25
224,1,1,3,4,2,2,1,2,3,1,2,2
225,1,1,3,4,2,2,1,2,3,2,11,6
226,1,1,3,4,2,2,1,3,1,1,5,1
227,1,1,3,4,2,2,1,3,1,2,5,2
228,1,1,3,4,2,2,1,3,2,2,5,3
229,1,1,3,4,3,1,0,1,4,2,6,4
230,1,1,3,4,3,1,0,1,4,3,3,1
231,1,1,3,4,3,2,1,2,2,1,2,2
232,1,1,3,4,3,2,1,2,2,2,14,10
233,1,1,3,4,3,2,1,2,2,3,9,4
234,1,1,3,4,3,2,1,2,3,1,1,1
235,1,1,3,4,3,2,1,2,3,2,11,11
236,1,1,3,4,3,2,1,2,3,3,5,1
237,1,1,3,4,3,2,1,3,1,1,2,0
238,1,1,3,4,3,2,1,3,1,2,4,2
239,1,1,3,4,3,2,1,3,2,1,1,0
240,1,1,3,4,3,2,1,3,2,2,6,3
241,1,1,3,4,4,1,0,1,4,3,2,0
242,1,1,3,4,4,2,1,2,2,2,4,3
243,1,1,3,4,4,2,1,2,2,3,3,3
244,1,1,3,4,4,2,1,2,3,2,1,1
245,1,1,4,1,2,2,1,2,1,1,12,12
246,1,1,4,1,2,2,1,2,1,2,92,92
247,1,1,4,1,2,2,1,3,1,1,39,39
248,1,1,4,1,2,2,1,3,1,2,106,106
249,1,1,4,1,2,2,1,4,1,1,13,13
250,1,1,4,1,3,2,1,2,1,2,17,17
251,1,1,4,1,3,2,1,2,1,3,24,24
252,1,1,4,1,3,2,1,3,1,1,8,8
253,1,1,4,1,3,2,1,3,1,2,36,36
254,1,1,4,1,3,2,1,4,1,1,9,9
255,1,1,4,2,2,2,1,2,2,1,10,10
256,1,1,4,2,2,2,1,2,2,2,46,46
257,1,1,4,2,2,2,1,3,1,1,12,12
258,1,1,4,2,2,2,1,3,1,2,42,42
259,1,1,4,2,2,2,1,3,2,1,1,1
260,1,1,4,2,2,2,1,3,2,2,8,8
261,1,1,4,2,2,2,1,4,1,1,6,6
262,1,1,4,2,3,2,1,2,2,2,9,9
263,1,1,4,2,3,2,1,2,2,3,14,14
264,1,1,4,2,3,2,1,3,1,1,4,4
265,1,1,4,2,3,2,1,3,1,2,8,8
266,1,1,4,2,3,2,1,3,2,2,4,4
267,1,1,4,2,3,2,1,4,1,1,1,1
268,1,1,4,3,2,2,1,3,1,2,1,1
269,1,1,4,3,2,2,1,3,2,2,2,2
270,1,1,4,3,3,2,1,2,3,2,1,1
271,1,2,3,1,2,1,1,2,1,1,102,89
272,1,2,3,1,2,1,1,2,1,2,457,386
273,1,2,3,1,2,1,2,2,1,1,106,75
274,1,2,3,1,2,1,2,2,1,2,399,251
275,1,2,3,1,2,2,1,2,1,1,182,178
276,1,2,3,1,2,2,1,2,1,2,917,846
277,1,2,3,1,2,2,1,3,1,1,193,158
278,1,2,3,1,2,2,1,3,1,2,324,249
279,1,2,3,1,3,1,1,2,1,2,229,183
280,1,2,3,1,3,1,1,2,1,3,96,50
281,1,2,3,1,3,1,2,2,1,1,33,25
282,1,2,3,1,3,1,2,2,1,2,310,200
283,1,2,3,1,3,2,1,2,1,1,42,37
284,1,2,3,1,3,2,1,2,1,2,366,329
285,1,2,3,1,3,2,1,2,1,3,231,156
286,1,2,3,1,3,2,1,3,1,1,28,20
287,1,2,3,1,3,2,1,3,1,2,248,180
288,1,2,3,2,2,1,1,2,2,1,36,30
289,1,2,3,2,2,1,1,2,2,2,175,148
290,1,2,3,2,2,1,2,2,1,1,41,33
291,1,2,3,2,2,1,2,2,1,2,126,85
292,1,2,3,2,2,1,2,2,2,1,9,5
293,1,2,3,2,2,1,2,2,2,2,48,29
294,1,2,3,2,2,2,1,2,2,1,87,83
295,1,2,3,2,2,2,1,2,2,2,431,393
296,1,2,3,2,2,2,1,3,1,1,64,50
297,1,2,3,2,2,2,1,3,1,2,106,84
298,1,2,3,2,2,2,1,3,2,1,16,14
299,1,2,3,2,2,2,1,3,2,2,47,38
300,1,2,3,2,3,1,1,2,2,2,99,77
301,1,2,3,2,3,1,1,2,2,3,43,31
302,1,2,3,2,3,1,2,2,1,1,13,6
303,1,2,3,2,3,1,2,2,1,2,99,64
304,1,2,3,2,3,1,2,2,2,1,2,2
305,1,2,3,2,3,1,2,2,2,2,25,14
306,1,2,3,2,3,2,1,2,2,1,17,15
307,1,2,3,2,3,2,1,2,2,2,183,165
308,1,2,3,2,3,2,1,2,2,3,84,60
309,1,2,3,2,3,2,1,3,1,1,18,17
310,1,2,3,2,3,2,1,3,1,2,95,75
311,1,2,3,2,3,2,1,3,2,1,2,2
312,1,2,3,2,3,2,1,3,2,2,28,23
313,1,2,3,3,2,1,1,2,3,1,2,1
314,1,2,3,3,2,1,1,2,3,2,11,11
315,1,2,3,3,2,1,2,2,1,1,1,1
316,1,2,3,3,2,1,2,2,1,2,6,5
317,1,2,3,3,2,1,2,2,2,1,2,2
318,1,2,3,3,2,1,2,2,2,2,5,3
319,1,2,3,3,2,2,1,2,3,1,5,5
320,1,2,3,3,2,2,1,2,3,2,15,14
321,1,2,3,3,2,2,1,3,1,1,1,1
322,1,2,3,3,2,2,1,3,1,2,1,1
323,1,2,3,3,2,2,1,3,2,1,1,1
324,1,2,3,3,2,2,1,3,2,2,5,4
325,1,2,3,3,3,1,1,2,3,2,3,2
326,1,2,3,3,3,1,1,2,3,3,2,2
327,1,2,3,3,3,1,2,2,1,1,1,1
328,1,2,3,3,3,1,2,2,1,2,1,0
329,1,2,3,3,3,2,1,2,3,1,1,1
330,1,2,3,3,3,2,1,2,3,2,7,7
331,1,2,3,3,3,2,1,2,3,3,3,2
332,1,2,3,3,3,2,1,3,1,1,1,1
333,1,2,3,3,3,2,1,3,1,2,4,4
334,1,2,3,3,3,2,1,3,2,2,4,3
335,1,2,4,1,2,1,2,2,1,1,3,3
336,1,2,4,1,2,1,2,2,1,2,14,14
337,1,2,4,1,2,2,1,3,1,1,4,4
338,1,2,4,1,2,2,1,3,1,2,14,14
339,1,2,4,2,2,1,2,2,2,2,1,1
340,1,2,4,2,2,2,1,3,2,1,2,2
341,1,2,4,2,2,2,1,3,2,2,1,1
342,1,2,4,2,2,2,1,4,1,1,1,1
343,2,1,2,1,2,1,0,1,1,1,1129,188
344,2,1,2,1,2,1,0,1,1,2,5280,961
345,2,1,2,1,2,2,1,2,1,1,960,134
346,2,1,2,1,2,2,1,2,1,2,3274,399
347,2,1,2,1,3,1,0,1,1,1,325,66
348,2,1,2,1,3,1,0,1,1,2,5372,953
349,2,1,2,1,3,1,0,1,1,3,1908,244
350,2,1,2,1,3,2,1,2,1,1,312,42
351,2,1,2,1,3,2,1,2,1,2,4073,526
352,2,1,2,1,3,2,1,2,1,3,717,52
353,2,1,2,1,4,1,0,1,1,2,494,181
354,2,1,2,1,4,1,0,1,1,3,940,260
355,2,1,2,1,4,1,0,1,1,4,180,28
356,2,1,2,1,4,2,1,2,1,2,584,195
357,2,1,2,1,4,2,1,2,1,3,475,117
358,2,1,2,2,2,1,0,1,1,1,2523,471
359,2,1,2,2,2,1,0,1,1,2,11362,2026
360,2,1,2,2,2,1,0,1,2,1,7937,1483
361,2,1,2,2,2,1,0,1,2,2,35230,6224
362,2,1,2,2,2,2,1,2,1,1,4952,601
363,2,1,2,2,2,2,1,2,1,2,16538,1990
364,2,1,2,2,2,2,1,2,2,1,3868,543
365,2,1,2,2,2,2,1,2,2,2,12555,1764
366,2,1,2,2,3,1,0,1,1,1,717,154
367,2,1,2,2,3,1,0,1,1,2,12235,2118
368,2,1,2,2,3,1,0,1,1,3,4222,507
369,2,1,2,2,3,1,0,1,2,1,2297,463
370,2,1,2,2,3,1,0,1,2,2,37320,6689
371,2,1,2,2,3,1,0,1,2,3,13598,1709
372,2,1,2,2,3,2,1,2,1,1,1616,196
373,2,1,2,2,3,2,1,2,1,2,21281,2693
374,2,1,2,2,3,2,1,2,1,3,3680,284
375,2,1,2,2,3,2,1,2,2,1,1264,172
376,2,1,2,2,3,2,1,2,2,2,16117,2168
377,2,1,2,2,3,2,1,2,2,3,2904,266
378,2,1,2,2,4,1,0,1,1,2,1090,388
379,2,1,2,2,4,1,0,1,1,3,2114,609
380,2,1,2,2,4,1,0,1,1,4,331,69
381,2,1,2,2,4,1,0,1,2,2,3375,1274
382,2,1,2,2,4,1,0,1,2,3,6338,1824
383,2,1,2,2,4,1,0,1,2,4,1220,197
384,2,1,2,2,4,2,1,2,1,2,2992,900
385,2,1,2,2,4,2,1,2,1,3,2532,637
386,2,1,2,2,4,2,1,2,2,2,2207,649
387,2,1,2,2,4,2,1,2,2,3,1951,477
388,2,1,2,3,2,1,0,1,1,1,522,104
389,2,1,2,3,2,1,0,1,1,2,2487,495
390,2,1,2,3,2,1,0,1,2,1,1823,355
391,2,1,2,3,2,1,0,1,2,2,8275,1446
392,2,1,2,3,2,1,0,1,3,1,1541,252
393,2,1,2,3,2,1,0,1,3,2,6922,1111
394,2,1,2,3,2,2,1,2,1,1,1379,203
395,2,1,2,3,2,2,1,2,1,2,4390,572
396,2,1,2,3,2,2,1,2,2,1,1659,249
397,2,1,2,3,2,2,1,2,2,2,5726,791
398,2,1,2,3,2,2,1,2,3,1,280,58
399,2,1,2,3,2,2,1,2,3,2,930,112
400,2,1,2,3,3,1,0,1,1,1,127,22
401,2,1,2,3,3,1,0,1,1,2,2744,514
402,2,1,2,3,3,1,0,1,1,3,962,143
403,2,1,2,3,3,1,0,1,2,1,595,107
404,2,1,2,3,3,1,0,1,2,2,8777,1633
405,2,1,2,3,3,1,0,1,2,3,3208,410
406,2,1,2,3,3,1,0,1,3,1,412,65
407,2,1,2,3,3,1,0,1,3,2,7475,1167
408,2,1,2,3,3,1,0,1,3,3,2739,331
409,2,1,2,3,3,2,1,2,1,1,433,69
410,2,1,2,3,3,2,1,2,1,2,5693,783
411,2,1,2,3,3,2,1,2,1,3,1037,110
412,2,1,2,3,3,2,1,2,2,1,616,83
413,2,1,2,3,3,2,1,2,2,2,7416,1010
414,2,1,2,3,3,2,1,2,2,3,1303,98
415,2,1,2,3,3,2,1,2,3,1,85,12
416,2,1,2,3,3,2,1,2,3,2,1221,160
417,2,1,2,3,3,2,1,2,3,3,208,21
418,2,1,2,3,4,1,0,1,1,2,244,87
419,2,1,2,3,4,1,0,1,1,3,458,122
420,2,1,2,3,4,1,0,1,1,4,91,24
421,2,1,2,3,4,1,0,1,2,2,799,303
422,2,1,2,3,4,1,0,1,2,3,1395,420
423,2,1,2,3,4,1,0,1,2,4,254,43
424,2,1,2,3,4,1,0,1,3,2,653,208
425,2,1,2,3,4,1,0,1,3,3,1231,294
426,2,1,2,3,4,1,0,1,3,4,215,31
427,2,1,2,3,4,2,1,2,1,2,803,245
428,2,1,2,3,4,2,1,2,1,3,675,175
429,2,1,2,3,4,2,1,2,2,2,985,313
430,2,1,2,3,4,2,1,2,2,3,885,208
431,2,1,2,3,4,2,1,2,3,2,158,50
432,2,1,2,3,4,2,1,2,3,3,159,34
433,2,1,2,4,2,1,0,1,2,1,280,69
434,2,1,2,4,2,1,0,1,2,2,1325,350
435,2,1,2,4,2,1,0,1,3,1,290,65
436,2,1,2,4,2,1,0,1,3,2,1372,302
437,2,1,2,4,2,1,0,1,4,1,139,15
438,2,1,2,4,2,1,0,1,4,2,595,59
439,2,1,2,4,2,2,1,2,1,1,214,45
440,2,1,2,4,2,2,1,2,1,2,646,154
441,2,1,2,4,2,2,1,2,2,1,322,65
442,2,1,2,4,2,2,1,2,2,2,1042,216
443,2,1,2,4,2,2,1,2,3,1,95,23
444,2,1,2,4,2,2,1,2,3,2,343,58
445,2,1,2,4,3,1,0,1,2,1,85,27
446,2,1,2,4,3,1,0,1,2,2,1406,320
447,2,1,2,4,3,1,0,1,2,3,504,81
448,2,1,2,4,3,1,0,1,3,1,98,19
449,2,1,2,4,3,1,0,1,3,2,1374,309
450,2,1,2,4,3,1,0,1,3,3,531,84
451,2,1,2,4,3,1,0,1,4,1,34,3
452,2,1,2,4,3,1,0,1,4,2,661,65
453,2,1,2,4,3,1,0,1,4,3,235,16
454,2,1,2,4,3,2,1,2,1,1,79,28
455,2,1,2,4,3,2,1,2,1,2,837,189
456,2,1,2,4,3,2,1,2,1,3,171,30
457,2,1,2,4,3,2,1,2,2,1,113,30
458,2,1,2,4,3,2,1,2,2,2,1266,293
459,2,1,2,4,3,2,1,2,2,3,250,43
460,2,1,2,4,3,2,1,2,3,1,38,9
461,2,1,2,4,3,2,1,2,3,2,447,95
462,2,1,2,4,3,2,1,2,3,3,63,10
463,2,1,2,4,4,1,0,1,2,2,116,64
464,2,1,2,4,4,1,0,1,2,3,246,79
465,2,1,2,4,4,1,0,1,2,4,58,4
466,2,1,2,4,4,1,0,1,3,2,133,47
467,2,1,2,4,4,1,0,1,3,3,235,64
468,2,1,2,4,4,1,0,1,3,4,36,5
469,2,1,2,4,4,1,0,1,4,2,52,18
470,2,1,2,4,4,1,0,1,4,3,119,27
471,2,1,2,4,4,1,0,1,4,4,20,1
472,2,1,2,4,4,2,1,2,1,2,127,51
473,2,1,2,4,4,2,1,2,1,3,102,27
474,2,1,2,4,4,2,1,2,2,2,207,79
475,2,1,2,4,4,2,1,2,2,3,164,36
476,2,1,2,4,4,2,1,2,3,2,51,17
477,2,1,2,4,4,2,1,2,3,3,60,28
478,2,1,3,1,2,1,0,1,1,1,141,125
479,2,1,3,1,2,1,0,1,1,2,591,495
480,2,1,3,1,2,2,1,2,1,1,395,344
481,2,1,3,1,2,2,1,2,1,2,1817,1480
482,2,1,3,1,2,2,1,3,1,1,273,73
483,2,1,3,1,2,2,1,3,1,2,457,127
484,2,1,3,1,3,1,0,1,1,2,350,283
485,2,1,3,1,3,1,0,1,1,3,215,129
486,2,1,3,1,3,2,1,2,1,1,118,100
487,2,1,3,1,3,2,1,2,1,2,1311,1098
488,2,1,3,1,3,2,1,2,1,3,379,200
489,2,1,3,1,3,2,1,3,1,1,111,28
490,2,1,3,1,3,2,1,3,1,2,509,154
491,2,1,3,1,4,1,0,1,1,3,39,35
492,2,1,3,1,4,1,0,1,1,4,22,4
493,2,1,3,1,4,2,1,2,1,2,59,50
494,2,1,3,1,4,2,1,2,1,3,130,97
495,2,1,3,1,4,2,1,3,1,2,62,31
496,2,1,3,2,2,1,0,1,2,1,333,281
497,2,1,3,2,2,1,0,1,2,2,1556,1207
498,2,1,3,2,2,2,1,2,1,1,438,383
499,2,1,3,2,2,2,1,2,1,2,1848,1540
500,2,1,3,2,2,2,1,2,2,1,552,462
501,2,1,3,2,2,2,1,2,2,2,2567,2081
502,2,1,3,2,2,2,1,3,1,1,551,154
503,2,1,3,2,2,2,1,3,1,2,852,223
504,2,1,3,2,2,2,1,3,2,1,117,37
505,2,1,3,2,2,2,1,3,2,2,222,67
506,2,1,3,2,3,1,0,1,2,2,957,768
507,2,1,3,2,3,1,0,1,2,3,558,319
508,2,1,3,2,3,2,1,2,1,1,137,120
509,2,1,3,2,3,2,1,2,1,2,1387,1142
510,2,1,3,2,3,2,1,2,1,3,383,229
511,2,1,3,2,3,2,1,2,2,1,172,156
512,2,1,3,2,3,2,1,2,2,2,1850,1512
513,2,1,3,2,3,2,1,2,2,3,563,331
514,2,1,3,2,3,2,1,3,1,1,176,38
515,2,1,3,2,3,2,1,3,1,2,1054,307
516,2,1,3,2,3,2,1,3,2,1,46,18
517,2,1,3,2,3,2,1,3,2,2,259,71
518,2,1,3,2,4,1,0,1,2,3,108,84
519,2,1,3,2,4,1,0,1,2,4,53,21
520,2,1,3,2,4,2,1,2,1,2,54,48
521,2,1,3,2,4,2,1,2,1,3,156,120
522,2,1,3,2,4,2,1,2,2,2,83,78
523,2,1,3,2,4,2,1,2,2,3,194,131
524,2,1,3,2,4,2,1,3,1,2,128,47
525,2,1,3,2,4,2,1,3,2,2,29,15
526,2,1,3,3,2,1,0,1,3,1,53,32
527,2,1,3,3,2,1,0,1,3,2,291,191
528,2,1,3,3,2,2,1,2,1,1,38,30
